1,ALFA ROMEO
2,ASIA MOTORS
3,AUDI
4,BMW
5,CHERY
6,CHEVROLET
7,CHRYSLER
8,CITROEN
9,DAIHATSU
10,DODGE
11,FIAT
12,FORD
13,HONDA
14,HUMMER
15,HYUNDAI
16,ISUZU
17,IVECO
18,JAGUAR
19,JEEP
20,KIA
21,LADA
22,LAND ROVER
23,MAZDA
24,MERCEDES BENZ
25,MINI
26,MITSUBISHI
27,NISSAN
28,PEUGEOT
